cultivar_id,fruit_group,species_slug,cultivar_name,species_scientific,type_label,description_text,synonyms,availability_text,held_in_nfc,images,source_url,source_licence,nfc_id,acc4,flower_10pct_mmdd,flower_full_mmdd,petal_fall_90pct_mmdd,picking_window_text,bloom_week,bloom_band,harvest_band,self_fertile,triploid,pollination_notes,disease_scab,disease_mildew,disease_fire_blight,wet_climate_suitability,drought_suitability,enrichment_sources,trait_size,trait_shape,trait_ribbing,trait_crown,trait_ground_colour,trait_over_colour_amount,trait_over_colour,trait_over_colour_pattern,trait_russet,trait_crunch,trait_flesh_colour,trait_height,trait_width,trait_firmness,trait_skin_colour,trait_juice_colour,trait_weight,trait_stone,trait_flavour,trait_veining,trait_hairiness,trait_bristles
currant-rosetta,currant,fruit-currant,Rosetta,Ribes rubrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1976 - 212 cancel Accession name Rosetta Berry Shape Pyriform 1 Strig Length 129.10 mm 1 Skin Thickness Thick 1 Berry Colour Red 1 Flavour Acid 1 Strig Handle Length 45.80 1 Seed Visibility Partially visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured",,"Not currently held in the National Fruit Collection. Accession No. 1976 - 212 cancel Accession name Rosetta Berry Shape Pyriform 1 Strig Length 129.10 mm 1 Skin Thickness Thick 1 Berry Colour Red 1 Flavour Acid 1 Strig Handle Length 45.80 1 Seed Visibility Partially visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8643&&fruit=redcurrant,Open Government Licence (Crown Copyright; excluding logos),8643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acid,,,
currant-gloire-des-sablons,currant,fruit-currant,Gloire des Sablons,Ribes rubrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1958 - 079 cancel Accession name Gloire de Sablons Berry Shape Oblate/Circular 1 Strig Length 72.50 mm 1 Skin Thickness Thin 1 Berry Colour Green/Pink 1 Flavour Intemediate 1 Strig Handle Length 20.44 1 Seed Visibility Visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the i",,"Not currently held in the National Fruit Collection. Accession No. 1958 - 079 cancel Accession name Gloire de Sablons Berry Shape Oblate/Circular 1 Strig Length 72.50 mm 1 Skin Thickness Thin 1 Berry Colour Green/Pink 1 Flavour Intemediate 1 Strig Handle Length 20.44 1 Seed Visibility Visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8588&&fruit=pinkcurrant,Open Government Licence (Crown Copyright; excluding logos),8588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intemediate,,,
currant-versailles,currant,fruit-currant,Versailles,Ribes rubrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 2004 - 023 cancel Accession name Versailles Berry Shape Oblate 1 Strig Length 73.65 mm 1 Skin Thickness Intermediate 1 Berry Colour Red 1 Flavour Intermediate-sweet 1 Strig Handle Length 16.72 1 Seed Visibility Slightly visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the",,"Not currently held in the National Fruit Collection. Accession No. 2004 - 023 cancel Accession name Versailles Berry Shape Oblate 1 Strig Length 73.65 mm 1 Skin Thickness Intermediate 1 Berry Colour Red 1 Flavour Intermediate-sweet 1 Strig Handle Length 16.72 1 Seed Visibility Slightly visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8661&&fruit=redcurrant,Open Government Licence (Crown Copyright; excluding logos),8661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate-sweet,,,
currant-white-versailles,currant,fruit-currant,White Versailles,Ribes rubrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1958 - 096 cancel Accession name White Versailles Berry Shape Circular 1 Strig Length 55.65 mm 1 Skin Thickness Thin 1 Berry Colour White 1 Flavour Intemediate 1 Strig Handle Length 13.39 1 Seed Visibility Clearly visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the inform",,"Not currently held in the National Fruit Collection. Accession No. 1958 - 096 cancel Accession name White Versailles Berry Shape Circular 1 Strig Length 55.65 mm 1 Skin Thickness Thin 1 Berry Colour White 1 Flavour Intemediate 1 Strig Handle Length 13.39 1 Seed Visibility Clearly visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8673&&fruit=whitecurrant,Open Government Licence (Crown Copyright; excluding logos),8673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intemediate,,,
currant-blanka,currant,fruit-currant,Blanka,Ribes rubrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1978 - 130 cancel Accession name Blanka Berry Shape Pyriform 1 Strig Length 151.12 mm 1 Skin Thickness Intermediate 1 Berry Colour Green/White 1 Flavour Acid-intermediate 1 Strig Handle Length 46.57 1 Seed Visibility Partially visible-visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use",,"Not currently held in the National Fruit Collection. Accession No. 1978 - 130 cancel Accession name Blanka Berry Shape Pyriform 1 Strig Length 151.12 mm 1 Skin Thickness Intermediate 1 Berry Colour Green/White 1 Flavour Acid-intermediate 1 Strig Handle Length 46.57 1 Seed Visibility Partially visible-visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8427&&fruit=whitecurrant,Open Government Licence (Crown Copyright; excluding logos),8427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acid-intermediate,,,
currant-white-dutch,currant,fruit-currant,White Dutch,Ribes rubrum L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1947 - 451 cancel Accession name White Dutch Berry Shape Circular/Pyriform 1 Strig Length 67.62 mm 1 Skin Thickness Intermediate 1 Berry Colour White 1 Flavour Acid-intermediate 1 Strig Handle Length 23.11 1 Seed Visibility Clearly visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and",,"Not currently held in the National Fruit Collection. Accession No. 1947 - 451 cancel Accession name White Dutch Berry Shape Circular/Pyriform 1 Strig Length 67.62 mm 1 Skin Thickness Intermediate 1 Berry Colour White 1 Flavour Acid-intermediate 1 Strig Handle Length 23.11 1 Seed Visibility Clearly visible 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8668&&fruit=whitecurrant,Open Government Licence (Crown Copyright; excluding logos),8668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acid-intermediate,,,
currant-pink-champagne,currant,fruit-currant,Pink Champagne,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
currant-primus,currant,fruit-currant,Primus,Malus domestica Borkh.,Dessert,"Raised in 1935 at the Horticultural Laboratory, Wageningen, The Netherlands. Fruits have soft, coarse, creamy white flesh with a very sweet flavour.",,Material available from the National Fruit Collection.,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=4825&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),4825.0,,05-12,05-19,,Early October,20.0,,,,,,,,,,,,large,Globose conical,very weak,very weak,Yellow,medium,Orange,striped/mottled,low,,White,71.51 mm,79.69 mm,,,,,,,,,
gooseberry-invicta,gooseberry,fruit-gooseberry,Invicta,Ribes grossularia L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1972 - 197 cancel Accession name Invicta (8995/2) Fruit Shape Globose/Ellipsoid 1 Flesh Colour Green 1 Fruit Weight 12.6 g 1 Skin Colour Green with white tinge 1 Veining Medium 1 Hairiness Medium 1 Bristles Many 1 Skin Strength Very weak 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and",,"Not currently held in the National Fruit Collection. Accession No. 1972 - 197 cancel Accession name Invicta (8995/2) Fruit Shape Globose/Ellipsoid 1 Flesh Colour Green 1 Fruit Weight 12.6 g 1 Skin Colour Green with white tinge 1 Veining Medium 1 Hairiness Medium 1 Bristles Many 1 Skin Strength Very weak 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8777&&fruit=gooseberry,Open Government Licence (Crown Copyright; excluding logos),8777,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green,,,,Green with white tinge,,,,,Medium,Medium,Many
gooseberry-hinnonmaki-red,gooseberry,fruit-gooseberry,Hinnonmaki Red,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gooseberry-hinnonmaki-yellow,gooseberry,fruit-gooseberry,Hinnonmaki Yellow,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gooseberry-hinnonmaki-green,gooseberry,fruit-gooseberry,Hinnonmaki Green,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gooseberry-captivator,gooseberry,fruit-gooseberry,Captivator,Ribes grossularia L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 1951 - 312 cancel Accession name Captivator Fruit Shape Globose/Ellipsoid 1 Flesh Colour Green 1 Fruit Weight 6.8 g 1 Skin Colour Red 1 Veining Absent or very weak 1 Hairiness Absent or very weak 1 Bristles Nil or very few 1 Skin Strength Medium 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may",,"Not currently held in the National Fruit Collection. Accession No. 1951 - 312 cancel Accession name Captivator Fruit Shape Globose/Ellipsoid 1 Flesh Colour Green 1 Fruit Weight 6.8 g 1 Skin Colour Red 1 Veining Absent or very weak 1 Hairiness Absent or very weak 1 Bristles Nil or very few 1 Skin Strength Medium 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8692&&fruit=gooseberry,Open Government Licence (Crown Copyright; excluding logos),8692,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green,,,,Red,,,,,Absent or very weak,Absent or very weak,Nil or very few
gooseberry-pax,gooseberry,fruit-gooseberry,Pax,Ribes grossularia L.,,"Availability Not currently held in the National Fruit Collection. Accession No. 2000 - 150 cancel Accession name Pax Fruit Shape Pyriform 1 Flesh Colour Green/Red 1 Fruit Weight 10.5 g 1 Skin Colour Green with white tinge/Red 1 Veining Weak 1 Hairiness Medium 1 Bristles Few 1 Skin Strength Very Strong 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the info",,"Not currently held in the National Fruit Collection. Accession No. 2000 - 150 cancel Accession name Pax Fruit Shape Pyriform 1 Flesh Colour Green/Red 1 Fruit Weight 10.5 g 1 Skin Colour Green with white tinge/Red 1 Veining Weak 1 Hairiness Medium 1 Bristles Few 1 Skin Strength Very Strong 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8839&&fruit=gooseberry,Open Government Licence (Crown Copyright; excluding logos),8839,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green/Red,,,,Green with white tinge/Red,,,,,Weak,Medium,Few
